strikes,date,village,region,year,leaders_killed,leader_names,leader_description,militants_low,militants_high,militants_avg,unknown_low,unknown_high,unknown_avg,civilians_low,civilians_high,civilians_avg,total_low,total_high,total_avg,president_name,president_number,target_type,target_description,target_organization_name,target_group,geo_lat,geo_lon,province,strike_type,Source,Source_1,Source_2,Source_3,Source_4,Source_5,Source_6,OBJECTID,PROVINCE_2,DISTRICT,PA
true,10/2/2010,"Inzarkas village, Datta Khel",North Waziristan,2010,0,,,8,9,8.5,,,,,,,8,9,8.5,Obama,44,House,Hafiz Gul Bahadar militants,Taliban,1. Taliban,32.990234,69.631348,Federally Administered Tribal Areas,,AFP,AP,BBC,CNN,,,,,,,
true,10/2/2010,"Asar village, Datta Khel",North Waziristan,2010,0,,,6,10,8,,,,,,,6,10,8,Obama,44,House,Hafiz Gul Bahadar militants,Haqqani Network,4. Haqqani Network,32.98793,69.640961,Federally Administered Tribal Areas,,AFP,AP,BBC,CNN,,,,,,,
true,10/4/2010,Mir Ali,North Waziristan,2010,0,,,1,8,4.5,4,4,4,0,0,0,5,12,8.5,Obama,44,Compound,,Unclear,7. Unclear,32.981022,70.256882,Federally Administered Tribal Areas,,Reuters,AFP,Geo,CNN,,,,,,,
true,10/6/2010,Mir Ali,North Waziristan,2010,0,,,3,5,4,,,,,,,3,5,4,Obama,44,House,,Unclear,7. Unclear,32.966042,70.274734,Federally Administered Tribal Areas,,AP,AFP,Dawn,,,,,,,,
true,10/6/2010,Miram Shah,North Waziristan,2010,0,,,3,6,4.5,,,,,,,3,6,4.5,Obama,44,Compound,,Unclear,7. Unclear,33.012695,70.10788,Federally Administered Tribal Areas,,AP,AFP,Dawn,,,,,,,,
true,10/7/2010,"Khaisoori town, Mir Ali",North Waziristan,2010,0,,,2,4,3,,,,,,,2,4,3,Obama,44,Compound,,Unclear,7. Unclear,32.975838,70.261688,Federally Administered Tribal Areas,,AP,ET,The News,AFP,,,,,,,
true,10/8/2010,"Charkhel, in Datta Khel",North Waziristan,2010,0,,,4,9,6.5,,,,,,,4,9,6.5,Obama,44,Compound,,Unclear,7. Unclear,32.984188,69.696922,Federally Administered Tribal Areas,,CP,AP,ET,,,,,,,,
true,10/10/2010,"Spin Wam refugee camp, outside Mir Ali",North Waziristan,2010,0,,,7,8,7.5,,,,,,,7,8,7.5,Obama,44,Compound,,Unclear,7. Unclear,32.99081,70.304604,Federally Administered Tribal Areas,,AP,DPA,CNN,BBC,,,,,,,
true,10/13/2010,"Inzarkas village, Datta Khel",North Waziristan,2010,0,,,3,11,7,,,,,,,3,11,7,Obama,44,House,,Taliban,1. Taliban,32.992538,69.654007,Federally Administered Tribal Areas,,Daily Times,ET,Geo,BBC,,,,,,,
true,10/15/2010,Aziz Khel,North Waziristan,2010,0,,,6,6,6,,,,,,,6,6,6,Obama,44,Vehicle,,Unclear,7. Unclear,32.970654,70.293961,Federally Administered Tribal Areas,,AP,AFP,CNN,,,,,,,,
true,10/15/2010,"Machi Khel, near Mir Ali",North Waziristan,2010,0,,,3,5,4,,,,,,,3,5,4,Obama,44,House,,Unclear,7. Unclear,32.97987,70.232849,Federally Administered Tribal Areas,,AP,ET,,,,,,,,,
true,10/18/2010,Sanzali area of Datta Khel,North Waziristan,2010,0,,,5,7,6,,,,,,,5,7,6,Obama,44,Compound,,Unclear,7. Unclear,32.976414,69.733658,Federally Administered Tribal Areas,,AFP,AP,ET,CNN,,,,,,,
true,10/27/2010,Deegan area of Datta Khel,North Waziristan,2010,0,,,3,4,3.5,,,,,,,3,4,3.5,Obama,44,Vehicle,,Haqqani Network,4. Haqqani Network,32.997147,69.697952,Federally Administered Tribal Areas,,AFP,AP,CP,,,,,,,,
true,10/27/2010,"Spin Wam, near Mir Ali",North Waziristan,2010,0,,,2,5,3.5,,,,,,,2,5,3.5,Obama,44,House,Nasimullah Khan,Unclear,7. Unclear,32.986778,70.315247,Federally Administered Tribal Areas,,AFP,AP,CP,,,,,,,,
true,10/28/2010,"Ismail Khel, in Datta Khel",North Waziristan,2010,0,,,4,11,7.5,,,,,,,4,11,7.5,Obama,44,Compound,,Unclear,7. Unclear,32.994843,69.726791,Federally Administered Tribal Areas,,ET,Geo,AP,AFP,,,,,,,
true,11/1/2010,"Hyder Khel, near Mir Ali",North Waziristan,2010,0,,,5,6,5.5,,,,,,,5,6,5.5,Obama,44,Compound,,Unclear,7. Unclear,32.97382,70.312157,Federally Administered Tribal Areas,,Geo,AP,BBC,CNN,ET:,,,,,,
true,11/3/2010,"Qutub Khel, near Miram Shah",North Waziristan,2010,0,,,4,5,4.5,,,,,,,4,5,4.5,Obama,44,Vehicle,,Unclear,7. Unclear,33.021332,70.013123,Federally Administered Tribal Areas,,AJE,,,,,,,,,,
true,11/3/2010,"Pai Khel village, in Datta Khel",North Waziristan,2010,0,,,4,4,4,,,,,,,4,4,4,Obama,44,Vehicle,,Unclear,7. Unclear,32.97987,69.643707,Federally Administered Tribal Areas,,AJE,,,,,,,,,,
true,11/3/2010,"Khaso Khel village, near Mir Ali",North Waziristan,2010,0,,,3,4,3.5,,,,,,,3,4,3.5,Obama,44,House,,Unclear,7. Unclear,32.962009,70.333786,Federally Administered Tribal Areas,,AJE,,,,,,,,,,
true,11/7/2010,"Moizer town, Datta Khel",North Waziristan,2010,0,,,4,6,5,,,,,,,4,6,5,Obama,44,Vehicle,,Unclear,7. Unclear,32.98217,69.627914,Federally Administered Tribal Areas,,AJE,BBC,The News,ET,,,,,,,
true,11/7/2010,"Ghulam Khan, north of Miram Shah",North Waziristan,2010,0,,,8,9,8.5,,,,,,,8,9,8.5,Obama,44,House,,Unclear,7. Unclear,33.05817,70.080414,Federally Administered Tribal Areas,,AJE,BBC,The News,ET,,,,,,,
true,11/11/2010,"Gulli Khel village, Ghulam Khan, 8 miles from Miram Shah",North Waziristan,2010,0,,,6,7,6.5,,,,,,,6,7,6.5,Obama,44,Gathering,,Haqqani Network,4. Haqqani Network,33.027664,69.741898,Federally Administered Tribal Areas,,CNN,AP,AFP,Geo,,,,,,,
true,11/13/2010,"Ahmad Khel, 15 miles west of Miram Shah",North Waziristan,2010,0,,,0,0,0,4,4,4,,,,4,4,4,Obama,44,Vehicle,,Unclear,7. Unclear,33.006935,69.820518,Federally Administered Tribal Areas,,CNN,Geo TV,,,,,,,,,
true,11/16/2010,"Ghulam Khan, 20 km north of Miram Shah",North Waziristan,2010,0,,,11,15,13,5,5,5,0,0,0,16,20,18,Obama,44,House,,Unclear,7. Unclear,33.106499,70.053635,Federally Administered Tribal Areas,,Geo,Dawn/agencies,BBC,AP,,,,,,,
true,11/19/2010,"Naurak, near Marsi Khel village, nine miles east of Miram Shah",North Waziristan,2010,0,,,3,4,3.5,,,,,,,3,4,3.5,Obama,44,Vehicle,,Haqqani Network,4. Haqqani Network,32.985626,70.342026,Federally Administered Tribal Areas,,Dawn,AP,AFP,ET,,,,,,,
true,11/21/2010,"Khaddi, 10 miles east of Miram Shah",North Waziristan,2010,0,,,1,6,3.5,0,0,0,3,3,3,4,9,6.5,Obama,44,House,,Unclear,7. Unclear,32.962585,70.276794,Federally Administered Tribal Areas,,Geo,AP,ET/AFP,AP,,,,,,,
true,11/22/2010,"Khushali, 15 miles east of Miram Shah",North Waziristan,2010,0,,,4,6,5,,,,,,,4,6,5,Obama,44,Motorcycle,,Unclear,7. Unclear,32.97094,70.349403,Federally Administered Tribal Areas,,AP,CNN,ET,AFP,,,,,,,
true,11/26/2010,"Pir Keley, six miles east of Miram Shah",North Waziristan,2010,0,,,4,4,4,,,,,,,4,4,4,Obama,44,Vehicle,,Unclear,7. Unclear,32.993114,70.196457,Federally Administered Tribal Areas,,AFP,AP,CNN,Geo,,,,,,,
true,11/28/2010,"Hasan Khel, 30 km east of Miram Shah",North Waziristan,2010,0,,,3,4,3.5,,,,,,,3,4,3.5,Obama,44,Vehicle,,Unclear,7. Unclear,32.984474,70.377045,Federally Administered Tribal Areas,,AFP,AP,CNN,ET:,,,,,,,
true,12/6/2010,"Khysore village, 20 miles east of Miram Shah",North Waziristan,2010,0,,,3,5,4,0,0,0,0,2,1,3,7,5,Obama,44,Business,,Unclear,7. Unclear,32.983322,70.405884,Federally Administered Tribal Areas,,AFP,CNN.com,,,,,,,,,
true,12/10/2010,"Khadar Khel, near Mir Ali",North Waziristan,2010,0,,,4,4,4,,,,,,,4,4,4,Obama,44,House,,Al-Qaeda,3. Al-Qaeda,32.972958,70.400391,Federally Administered Tribal Areas,,AP,Reuters,CNN,ET,,,,,,,
true,12/14/2010,"Spalga, nine miles south of Miram Shah",North Waziristan,2010,0,,,4,4,4,,,,,,,4,4,4,Obama,44,Vehicle,,Unclear,7. Unclear,33.033997,70.19989,Federally Administered Tribal Areas,,AP,Geo,ET/AFP,,,,,,,,
true,12/16/2010,Spin Drand area of the Tirah Valley,Khyber,2010,1,Ibn-e-Amin,"Ibn-e-Amin, explosives expert and TTP senior commander. Linked with al Qaeda",7,7,7,,,,,,,7,7,7,Obama,44,Vehicle,"Reportedly, six others killed with him were his bodyguards.",Unclear,7. Unclear,33.804256,70.736847,Khyber Pakhtunkhwa,,UPI,Dawn,Express Tribune,,,,,,,,
true,12/17/2010,"Sippah village, near Spin Drand in the Tirah Valley",Khyber,2010,3,"Ali Marjan, Yar Azam and Mehmud,","Commanders of Lashkar-e-Islam, a local Taliban affiliate.",7,32,19.5,0,0,0,0,0,0,7,32,19.5,Obama,44,Compound,,Al-Qaeda,3. Al-Qaeda,33.795128,70.768433,Khyber Pakhtunkhwa,,Reuters,BBC,Reuters,CNN,Express Tribune,Nation,Dawn,,,,
true,12/17/2010,"Sandana, Tirah Valley",Khyber,2010,,,,7,7,7,,,,,,,7,7,7,Obama,44,Vehicle,,Taliban,1. Taliban,33.790562,70.823364,Khyber Pakhtunkhwa,,Dawn,BBC,Arab News,The Nation,,,,,,,
true,12/17/2010,"Narai Baba, Tirah valley",Khyber,2010,,,,11,15,13,,,,,,,11,15,13,Obama,44,House,,Taliban,1. Taliban,33.756313,70.7547,Khyber Pakhtunkhwa,,Dawn,BBC,Express Tribune,,,,,,,,
true,12/27/2010,"Shera Tala area, near Mir Ali",North Waziristan,2010,,,,18,21,19.5,,,,,,,18,21,19.5,Obama,44,Vehicle,,Taliban,1. Taliban,32.957977,70.379791,Federally Administered Tribal Areas,,AFP,ET,The News,AP,,,,,,,
true,12/27/2010,"Machikhel, Mir Ali",North Waziristan,2010,,,,4,6,5,,,,,,,4,6,5,Obama,44,Vehicle,,Taliban,1. Taliban,33.0291,70.2468,Federally Administered Tribal Areas,,,,,,,,,,,,
true,12/28/2010,"Nawab village, in Ghulam Khan area",North Waziristan,2010,,,,10,10,10,,,,,,,10,10,10,Obama,44,Vehicle,,Unclear,7. Unclear,33.016724,69.906006,Federally Administered Tribal Areas,,AP,Post,CNN,,,,,,,,
true,12/28/2010,"Ghulam Khan, 20 km north of Miram Shah",North Waziristan,2010,,,,5,8,6.5,,,,,,,5,8,6.5,Obama,44,House,,Unclear,7. Unclear,33.029388,69.916992,Federally Administered Tribal Areas,,AP,Post,CNN,,,,,,,,
true,12/31/2010,"Ghulam Khan, 15km NW of Miram Shah",North Waziristan,2010,,,,4,8,6,,,,,,,4,8,6,Obama,44,Vehicle,,Haqqani Network,4. Haqqani Network,33.037449,69.906006,Federally Administered Tribal Areas,,CNN,AFP,AP,AJE,,,,,,,
true,1/1/2011,"Mandi Khel, near Mir Ali",North Waziristan,2011,,,,7,9,8,,,,,,,7,9,8,Obama,44,Compound,Hafiz Gul Bahadar militants,Taliban,1. Taliban,33.02824,70.239716,Federally Administered Tribal Areas,,Geo,AP,Reuters,AFP/ET,,,,,,,
true,1/1/2011,"Ghoresti, near Mir Ali",North Waziristan,2011,,,,4,5,4.5,,,,,,,4,5,4.5,Obama,44,Gathering,,Taliban,1. Taliban,33.02824,70.236969,Federally Administered Tribal Areas,,Geo,AP,Reuters,AFP/ET,,,,,,,
true,1/1/2011,Boya village in Datta Khel,North Waziristan,2011,,,,4,4,4,,,,,,,4,4,4,Obama,44,Vehicle,,Unclear,7. Unclear,32.957977,69.918365,Federally Administered Tribal Areas,,Geo,AP,Reuters,AFP/ET,,,,,,,
true,1/7/2011,"Ghar Laley, 22 miles west of Miram Shah",North Waziristan,2011,,,,4,5,4.5,,,,,,,4,5,4.5,Obama,44,House,,Unclear,7. Unclear,32.997147,69.749451,Federally Administered Tribal Areas,,AP,AFP,Geo/AFP,ET,,,,,,,
true,1/12/2011,"Haiderkhel, 15 miles east of Miram Shah",North Waziristan,2011,,,,3,4,3.5,,,,,,,3,4,3.5,Obama,44,Compound,Hafiz Gul Bahadar militants,Taliban,1. Taliban,33.009815,70.366058,Federally Administered Tribal Areas,,BBC,AFP,CNN,,,,,,,,
true,1/18/2011,"Asar village, 25 miles west of Miram Shah, Datta Khel",North Waziristan,2011,,,,4,5,4.5,,,,,,,4,5,4.5,Obama,44,Compound,,Unclear,7. Unclear,33.004059,69.603882,Federally Administered Tribal Areas,,The News/AFP,AFP,PTI,,,,,,,,
true,1/23/2011,"Doga Mada Khel, near Datta Khel",North Waziristan,2011,,,,3,4,3.5,,,,,,,3,4,3.5,Obama,44,House,,Unclear,7. Unclear,32.994843,69.627228,Federally Administered Tribal Areas,,CNN,AFP,Geo,,,,,,,,
true,1/23/2011,"Doga Mada Khel, near Datta Khel",North Waziristan,2011,,,,2,3,2.5,,,,,,,2,3,2.5,Obama,44,Motorcycle,,Unclear,7. Unclear,32.99369,69.624481,Federally Administered Tribal Areas,,CNN,AFP,Geo,,,,,,,,
true,1/23/2011,"Mando Khel, 60km south of Miram Shah near Razmak",North Waziristan,2011,,,,6,6,6,,,,,,,6,6,6,Obama,44,Compound,,Unclear,7. Unclear,32.691399,69.846954,Federally Administered Tribal Areas,,CNN,AFP,Geo,,,,,,,,
true,2/20/2011,"Kaza Panga village, 10 miles west of Wana",South Waziristan,2011,1,Abu Zaid al-Iraqi,Managed al-Qaeda's finances in Pakistan,4,8,6,,,,,,,4,8,6,Obama,44,House,,Al-Qaeda,3. Al-Qaeda,32.313831,69.422607,Federally Administered Tribal Areas,,Fox,CNN,BBC,Al Jazeera,USA Today,The Guardian,Washington Times/AP,,,,
true,2/21/2011,"Spalga village, 12 miles south of Miram Shah",North Waziristan,2011,,,,0,0,0,5,8,6.5,,,,5,8,6.5,Obama,44,Militant Componund,,Unclear,7. Unclear,33.040901,70.19989,Federally Administered Tribal Areas,,AFP,AP,BBC,The News,,,,,,,
true,2/24/2011,"Mohammed Khel, in Danday Darpa Khel",North Waziristan,2011,,,,4,5,4.5,,,,,,,4,5,4.5,Obama,44,House,,Taliban,1. Taliban,32.976414,69.643707,Federally Administered Tribal Areas,,AP,BBC,CNN,,,,,,,,
true,3/8/2011,Ismailkhel,North Waziristan,2011,,,,4,5,4.5,,,,,,,4,5,4.5,Obama,44,Compound,,Unclear,7. Unclear,32.968,69.69,Federally Administered Tribal Areas,,,,,,,,,,,,
true,3/8/2011,"Landidog, 12 miles west of Wama",South Waziristan,2011,,,,5,5,5,,,,,,,5,5,5,Obama,44,Compound,,Unclear,7. Unclear,32.314991,69.447327,Federally Administered Tribal Areas,,AP,AFP,AFP,BBC,,,,,,,
true,3/11/2011,"Spinwam village, Khaisor, 30 miles north of Miram Shah",North Waziristan,2011,,,,3,4,3.5,2,2,2,,,,5,6,5.5,Obama,44,Vehicle,,Unclear,7. Unclear,33.094994,70.276794,Federally Administered Tribal Areas,,Dawn,AP,AFP,Da,,,,,,,
true,3/11/2011,Ghorski,North Waziristan,2011,,,,4,10,7,,,,,,,4,10,7,Obama,44,Gathering,,Unclear,7. Unclear,33.1347,70.1649,Federally Administered Tribal Areas,,Dawn,AP,AFP,Da,,,,,,,
true,3/13/2011,"Azam Warsak, 12 miles west of Wana",South Waziristan,2011,,,,0,4,2,,,,,,,0,4,2,Obama,44,Vehicle,,Unclear,7. Unclear,32.308025,69.43222,Federally Administered Tribal Areas,,AFP,Express Tribune,,,,,,,,,
true,3/13/2011,"Spalga village, 15km NE of Miram Shah",North Waziristan,2011,,,,4,6,5,,,,,,,4,6,5,Obama,44,Compound,"Rahimullah, Taliban commander",Taliban,1. Taliban,33.050114,70.201263,Federally Administered Tribal Areas,,AFP,Wall Street Journal,SATP,Xinhua,,,,,,,
true,3/14/2011,"Malik Jashdar, 6 miles east of Miram Shah",North Waziristan,2011,,,,3,6,4.5,,,,,,,3,6,4.5,Obama,44,Vehicle,,Unclear,7. Unclear,32.999451,70.3125,Federally Administered Tribal Areas,,CNN,BBC,ET,AP,,,,,,,
true,3/16/2011,"Datta Khel, 15 miles west of Miram Shah",North Waziristan,2011,,,,4,6,5,,,,,,,4,6,5,Obama,44,Compound,,Unclear,7. Unclear,33.001755,69.781036,Federally Administered Tribal Areas,,CNN,AFP,Dawn,,,,,,,,
true,3/17/2011,"Datta Khel, 15 miles west of Miram Shah",North Waziristan,2011,,,,0,0,0,7,7,7,38,38,38,45,45,45,Obama,44,Gathering,Hafiz Gul Bahadar militants,Taliban,1. Taliban,32.98793,69.763184,Federally Administered Tribal Areas,,AJE,AP,CNN,BBC,,,,,,,
true,4/13/2011,"Angoor Adda, Bhangar area",South Waziristan,2011,,,,4,6,5,,,,,,,4,6,5,Obama,44,Motorcycle,,Haqqani Network,4. Haqqani Network,32.512077,69.296265,Federally Administered Tribal Areas,,AP,AFP,Reuters,,,,,,,,
true,4/22/2011,"Spinwam village, Mir Ali",North Waziristan,2011,,,,17,17,17,3,3,3,3,9,6,23,29,26,Obama,44,Compound,Hafiz Gul Bahadar militants,Taliban,1. Taliban,33.091541,70.274734,Federally Administered Tribal Areas,,Reuters,AP,WSJ,,,,,,,,
true,5/6/2011,Datta Khel,North Waziristan,2011,,,,5,12,8.5,0,0,0,0,6,3,5,18,11.5,Obama,44,Compound,,Al-Qaeda,3. Al-Qaeda,33.012695,69.761124,Federally Administered Tribal Areas,,AFP,AP,,,,,,,,,
true,5/10/2011,"Baghar area, near Angoor Adda",South Waziristan,2011,,,,3,5,4,,,,,,,3,5,4,Obama,44,Vehicle,,Unclear,7. Unclear,32.506866,69.300385,Federally Administered Tribal Areas,,ET,AP,AFP,,,,,,,,
true,5/12/2011,Datta Khel,North Waziristan,2011,,,,3,8,5.5,,,,,,,3,8,5.5,Obama,44,Vehicle,,Unclear,7. Unclear,32.986778,69.697266,Federally Administered Tribal Areas,,AP,The News,Reuters,AFP,,,,,,,
true,5/13/2011,"Doga Madakhel, 40km west of Miram Shah, in Datta Khel",North Waziristan,2011,,,,3,5,4,,,,,,,3,5,4,Obama,44,Vehicle,,Unclear,7. Unclear,33.007511,69.6698,Federally Administered Tribal Areas,,AP,AFP,CNN,,,,,,,,
true,5/16/2011,Mir Ali,North Waziristan,2011,,,,4,6,5,,,,,,,4,6,5,Obama,44,Compound,,Unclear,7. Unclear,32.996571,70.351639,Federally Administered Tribal Areas,,CNN,AP,AFP,Dawn,,,,,,,
true,5/16/2011,Mir Ali,North Waziristan,2011,,,,3,6,4.5,,,,,,,3,6,4.5,Obama,44,Vehicle,,Unclear,7. Unclear,32.995419,70.350266,Federally Administered Tribal Areas,,CNN,AP,AFP,Dawn,,,,,,,
true,5/20/2011,"Tappi area, 10km east of Miram Shah",North Waziristan,2011,,,,4,6,5,,,,,,,4,6,5,Obama,44,Vehicle,,Unclear,7. Unclear,33.009525,70.185814,Federally Administered Tribal Areas,,Reuters,AP,CNN,ET,,,,,,,
true,5/23/2011,"Machikhel, Mir Ali",North Waziristan,2011,,,,4,7,5.5,,,,,,,4,7,5.5,Obama,44,Vehicle,,Unclear,7. Unclear,32.992538,70.221863,Federally Administered Tribal Areas,,AP,AFP,CNN,BBC,,,,,,,
true,6/3/2011,"Laman, in Ghwa Khwa and Karikot area, 20km south of Wana",South Waziristan,2011,1,Ilyas Kashmiri,"Commander-in-chief of Harkat-ul-Jehad-e-Islami 313 Brigade, an Al Qaeda affiliate.",5,12,8.5,,,,,,,5,12,8.5,Obama,44,Compound,,Al-Qaeda,3. Al-Qaeda,32.168636,69.576416,Federally Administered Tribal Areas,,NYT,LA Times,Reuters,Dawn,The News,Fox,,,,,
true,6/6/2011,"Bray Nishtar, 30 miles from Wacha Dana, near North Waziristan border",South Waziristan,2011,,,,3,5,4,,,,,,,3,5,4,Obama,44,Vehicle,,Unclear,7. Unclear,32.826519,69.587402,Federally Administered Tribal Areas,,BBC,CNN,AFP,,,,,,,,
true,6/6/2011,"Wana, South Waziristan",South Waziristan,2011,,,,18,23,20.5,0,0,0,0,0,0,18,23,20.5,Obama,44,Compound,,Taliban,1. Taliban,32.346901,69.498138,Federally Administered Tribal Areas,,Time,Voice of America,CNN.com,nation,tribune,BBC,reuters,,,,
true,6/8/2011,Zawal Narai area of Shawal Tehsil,North Waziristan,2011,,,,15,23,19,,,,,,,15,23,19,Obama,44,Compound,Hafiz Gul Bahadar militants,Taliban,1. Taliban,32.932625,69.623108,Federally Administered Tribal Areas,,NYT,AFP/ETCNNReutersAPAFPBBC,,,,,,,,,
true,6/8/2011,Zawal Narai area of Shawal Tehsil,North Waziristan,2011,,,,4,4,4,,,,,,,4,4,4,Obama,44,Vehicle,Hafiz Gul Bahadar militants,Taliban,1. Taliban,32.9313,69.6248,Federally Administered Tribal Areas,,NYT,AFP/ETCNNReutersAPAFPBBC,,,,,,,,,
true,6/15/2011,Wana,South Waziristan,2011,,,,3,10,6.5,,,,,,,3,10,6.5,Obama,44,Vehicle,Hafiz Gul Bahadar militants,Taliban,1. Taliban,32.306866,69.56543,Federally Administered Tribal Areas,,CNN,Reuters,Dawn,Pak Tribune,,,,,,,
true,6/15/2011,"Tapi, 10 km east of Miram Shah",North Waziristan,2011,,,,0,0,0,0,2,1,4,4,4,4,6,5,Obama,44,Vehicle,,Unclear,7. Unclear,33.010967,70.180664,Federally Administered Tribal Areas,,CNN,Pak Tribune,Dawn,News International,,,,,,,
true,6/20/2011,Khardand,Kurram,2011,,,,7,9,8,0,4,2,,,,7,13,10,Obama,44,House and Vehicle,,Haqqani Network,4. Haqqani Network,33.527657,70.285034,Federally Administered Tribal Areas,,Express Tribune,CNN,Boston,Reuters,Al Jazeera,,,,,,
true,6/27/2011,Mantoi,South Waziristan,2011,,,,12,21,16.5,,,,,,,12,21,16.5,Obama,44,Compound,Hafiz Gul Bahadar militants,Taliban,1. Taliban,32.708733,69.559937,Federally Administered Tribal Areas,,CNN,Geo,Reuters,AJE,,,,,,,
true,6/27/2011,Bray Nishtar,South Waziristan,2011,,,,3,12,7.5,,,,,,,3,12,7.5,Obama,44,Vehicle,,Taliban,1. Taliban,32.6272,69.4453,Federally Administered Tribal Areas,,Geo,Reuters,AJE,Pajhwok,,,,,,,
true,7/5/2011,Mir Ali,North Waziristan,2011,,,,3,4,3.5,,,,,,,3,4,3.5,Obama,44,House,,Unclear,7. Unclear,33.006935,70.239716,Federally Administered Tribal Areas,,BBC,Reuters,AFP,,,,,,,,
true,7/11/2011,"Gorwick, Datta Khel Town, 45 km west of Miram Shah",North Waziristan,2011,,,,7,25,16,,,,,,,7,25,16,Obama,44,Compound,,Taliban,1. Taliban,32.9052,69.7488,Federally Administered Tribal Areas,,The News,Reuters,AP,,,,,,,,
true,7/12/2011,"Malik Shahi village, Dremala/Bermal Tehsil, Shawal, near the border with North Waziristan and Paktika,",South Waziristan,2011,,,,5,13,9,,,,,,,5,13,9,Obama,44,Compound,,Taliban,1. Taliban,32.6238,69.4968,Federally Administered Tribal Areas,,The News,Reuters,BBC,,,,,,,,
true,7/12/2011,"Bray Nishtar, Shawal area",North Waziristan,2011,,,,8,15,11.5,,,,,,,8,15,11.5,Obama,44,Compound,,Unclear,7. Unclear,32.6138,69.5082,Federally Administered Tribal Areas,,Reuters,BBC,AP,The News,,,,,,,
true,7/12/2011,"Bray Nishtar, Shawal area",North Waziristan,2011,,,,3,8,5.5,,,,,,,3,8,5.5,Obama,44,Vehicle,,Unclear,7. Unclear,32.6126,69.5078,Federally Administered Tribal Areas,,Reuters,The News,,,,,,,,,
true,7/12/2011,Neway Adda Village,North Waziristan,2011,,,,,,,,,,1,1,1,1,1,1,Obama,44,Vehicle,,Unclear,7. Unclear,32.9052,69.7488,Federally Administered Tribal Areas,,,,,,,,,,,,
true,8/1/2011,"Azam Warsak, 12 miles west of Wana",South Waziristan,2011,,,,3,6,4.5,,,,,,,3,6,4.5,Obama,44,Vehicle,,Taliban,1. Taliban,32.311508,69.418488,Federally Administered Tribal Areas,,Pajhwok,AP,Reuters,,,,,,,,
true,8/2/2011,Miram Shah,North Waziristan,2011,,,,4,4,4,,,,,,,4,4,4,Obama,44,Vehicle,,Unclear,7. Unclear,33.009815,70.098267,Federally Administered Tribal Areas,,CNN,ET,,,,,,,,,
true,8/10/2011,Miram Shah,North Waziristan,2011,,,,18,23,20.5,,,,,,,18,23,20.5,Obama,44,Compound,,Haqqani Network,4. Haqqani Network,33.002907,70.094147,Federally Administered Tribal Areas,,Dawn,AJE,Reuters,,,,,,,,
true,8/16/2011,Miram Shah,North Waziristan,2011,,,,4,4,4,,,,,,,4,4,4,Obama,44,Compound,,Unclear,7. Unclear,33.006359,70.067368,Federally Administered Tribal Areas,,AJE,AP,AFP,,,,,,,,
true,8/19/2011,Shin Warsak,South Waziristan,2011,,,,4,4,4,,,,,,,4,4,4,Obama,44,House,,Unclear,7. Unclear,32.280746,69.519424,Federally Administered Tribal Areas,,AFP,CNN,Dawn,T,,,,,,,
true,8/22/2011,"Norak, near Mir Ali",North Waziristan,2011,1,Atiyah Abd al-Rahman,"Al Qaeda's No. 2, operational leader, planning attacks, helping manage the terrorist group on a daily basis",3,7,5,4,4,4,,,,7,11,9,Obama,44,Vehicle,,Al-Qaeda,3. Al-Qaeda,32.963451,70.31044,Federally Administered Tribal Areas,,NYT,Tribune,Nation,Dawn,Washington Post,,,,,,
true,9/11/2011,"Hisokhel, near Mir Ali",North Waziristan,2011,1,Abu Hafs al-Shahri,"Pakistan Operational Chief, al Qaeda",1,5,3,,,,,,,1,5,3,Obama,44,House,,Al-Qaeda,3. Al-Qaeda,32.972382,70.289841,Federally Administered Tribal Areas,,NYT,ET,UPI,The Guardian,,,,,,,
true,9/23/2011,"Khushali area, near Mir Ali",North Waziristan,2011,,,,3,6,4.5,,,,,,,3,6,4.5,Obama,44,Compound,,Unclear,7. Unclear,33.021332,70.305634,Federally Administered Tribal Areas,,CNN,ET,The News,,,,,,,,
true,9/27/2011,"Azam Warsak, 12 miles west of Wana",South Waziristan,2011,,,,0,4,2,,,,,,,0,4,2,Obama,44,Compound,Maulvi Nazir,Taliban,1. Taliban,32.327759,69.43634,Federally Administered Tribal Areas,,AFP,AP,ET,,,,,,,,
true,9/30/2011,Near Angor Adda and Afghan border,South Waziristan,2011,,,,3,4,3.5,,,,,,,3,4,3.5,Obama,44,Vehicle,Maulvi Nazir,Taliban,1. Taliban,32.509762,69.314117,Federally Administered Tribal Areas,,ET,AP,http,"8599","2095796",00.html,CNN,,,,
true,10/13/2011,"Angoor Adda, Bhangar area",South Waziristan,2011,,,,4,4,4,,,,,,,4,4,4,Obama,44,Compound,,Taliban,1. Taliban,32.4825,69.2709,Federally Administered Tribal Areas,,LAT,AFP,AP,,,,,,,,
true,10/13/2011,Close to Dande Darpa Khel,North Waziristan,2011,1,Janbaz Zadran,"Also known as Jalil Haqqani, a top Haqqani Network commander",3,6,4.5,,,,,,,3,6,4.5,Obama,44,Compound,,Haqqani Network,4. Haqqani Network,32.998009,70.033211,Federally Administered Tribal Areas,,LA Times,CNN,Dawn,,PRI,Washington Post,Al Jazeera,,,,
